,标题,总价格,单价,小区,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,用水类型,用电类型,燃气价格,别墅类型
16,['布鲁明顿广场 1室1厅 北'],暂无数据,首付及贷款情况请咨询经纪人,布鲁明顿广场,高新,金融城,1室1厅1厨1卫,低楼层 (共28层),44.53㎡,平层,暂无数据,板塔结合,北,框架结构,简装,四梯十六户,有,2021-12-15,商品房,2016-06-23,普通住宅,满五年,非共有,"
                                有抵押 30万元
                              ",已上传房本照片,,,,
17,['每日汇城 3室1厅 西北'],245,18999,每日汇城,高新,中和,3室1厅1厨2卫,中楼层 (共17层),128.96㎡,平层,100.94㎡,塔楼,西北,钢混结构,精装,两梯五户,有,2021-12-16,商品房,2014-04-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
18,['国际花园 2室1厅 东南'],155,17269,国际花园,高新,衣冠庙,2室1厅1厨1卫,高楼层 (共11层),89.76㎡,平层,77.66㎡,板塔结合,东南,框架结构,简装,一梯四户,有,2021-11-20,商品房,2011-03-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
19,['佳利花园三期 2室1厅 西南'],128,17240,佳利花园三期,高新,衣冠庙,2室1厅1厨1卫,中楼层 (共15层),74.25㎡,平层,60.85㎡,板塔结合,西南,框架结构,精装,两梯七户,有,2021-11-23,商品房,2016-01-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
20,['华润凤凰城一期 3室2厅 北'],暂无数据,首付及贷款情况请咨询经纪人,华润凤凰城一期,高新,大源,3室2厅1厨2卫,中楼层 (共27层),133.64㎡,平层,109.17㎡,板塔结合,北,框架结构,精装,两梯四户,有,2021-12-05,商品房,2010-03-16,普通住宅,满五年,共有,"
                                有抵押 150万元 平安 业主自还
                              ",已上传房本照片,,,,
21,['和贵时代巢 3室2厅 西南 南'],177,18007,和贵时代巢,高新,神仙树,3室2厅1厨2卫,低楼层 (共19层),98.3㎡,平层,78.1㎡,板塔结合,西南 南,框架结构,精装,两梯七户,有,2021-11-30,商品房,2008-04-02,普通住宅,满五年,共有,"
                                有抵押 10万元
                              ",已上传房本照片,,,,
22,['神仙树大院三期 3室2厅 东南'],238,22863,神仙树大院三期,高新,神仙树,3室2厅1厨1卫,低楼层 (共18层),104.1㎡,平层,88.84㎡,板楼,东南,钢混结构,简装,两梯四户,有,2021-12-04,商品房,2016-07-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
23,['名城金典 2室1厅 东南'],110,19201,名城金典,高新,新北,2室1厅1厨1卫,中楼层 (共17层),57.29㎡,平层,42.47㎡,板塔结合,东南,框架结构,精装,两梯十一户,有,2021-11-30,商品房,2016-05-26,普通住宅,满五年,非共有,"
                                有抵押 30万元
                              ",已上传房本照片,,,,
24,['长城半岛城邦三期 4室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,长城半岛城邦三期,高新,天府长城,4室2厅2厨2卫,高楼层 (共33层),179.73㎡,平层,148.92㎡,塔楼,东南,框架结构,精装,三梯四户,有,2021-12-04,商品房,2014-12-10,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
25,['南城都汇汇尚园 2室2厅 南'],266,30071,南城都汇汇尚园,高新,市一医院,2室2厅1厨2卫,中楼层 (共22层),88.46㎡,平层,73.52㎡,板塔结合,南,钢混结构,简装,两梯四户,有,2021-12-04,商品房,2016-08-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
26,['锦尚天华 2室2厅 北'],185,23362,锦尚天华,高新,东苑,2室2厅1厨1卫,中楼层 (共34层),79.19㎡,平层,63.93㎡,板塔结合,北,钢混结构,精装,两梯六户,有,2021-11-22,限价商品房,2016-01-21,普通住宅,满五年,非共有,"
                                有抵押 22万元 交通银行 业主自还
                              ",已上传房本照片,,,,
27,['中铁城锦南汇 2室2厅 北'],178,24498,中铁城锦南汇,高新,中德,2室2厅1厨1卫,中楼层 (共39层),72.66㎡,平层,暂无数据,塔楼,北,钢混结构,精装,两梯六户,有,2021-12-07,商品房,2018-11-01,普通住宅,满两年,非共有,"
                                有抵押 25万元 中国银行 业主自还
                              ",已上传房本照片,,,,
28,['融城后街 1室1厅 东南'],80,14813,融城后街,高新,神仙树,1室1厅1厨1卫,中楼层 (共17层),54.01㎡,平层,43.4㎡,板塔结合,东南,框架结构,简装,三梯十二户,有,2021-12-11,商品房,2010-01-19,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
29,['翡翠半岛 2室1厅 西北'],169,20515,翡翠半岛,高新,远大,2室1厅1厨1卫,高楼层 (共18层),82.38㎡,平层,暂无数据,塔楼,西北,钢混结构,精装,两梯六户,有,2021-12-11,商品房,2018-11-22,普通住宅,满两年,非共有,"
                                有抵押 30万元 业主自还
                              ",已上传房本照片,,,,
30,['仁美大源印象 1室0厅 南'],45,10047,仁美大源印象,高新,大源,1室0厅1厨1卫,高楼层 (共27层),44.79㎡,平层,29.94㎡,塔楼,南,框架结构,其他,两梯二十五户,有,2021-12-17,商品房,2019-03-07,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
31,['南城都汇汇朗园五期 3室1厅 南'],263,29242,南城都汇汇朗园五期,高新,市一医院,3室1厅1厨2卫,高楼层 (共18层),89.94㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,2021-12-09,商品房,2018-08-29,普通住宅,满两年,共有,"
                                有抵押 130万元 兴业银行股份有限公司成都分行  业主自还
                              ",已上传房本照片,,,,
32,['英祥财富领域 2室1厅 西'],210,25610,英祥财富领域,高新,城南宜家,2室1厅1厨1卫,高楼层 (共31层),82㎡,平层,暂无数据,板塔结合,西,框架结构,精装,四梯十一户,有,2021-12-15,商品房,2018-12-12,普通住宅,满两年,非共有,"
                                有抵押 80万元
                              ",已上传房本照片,,,,
33,['时代晶座(高新) 3室2厅 西'],暂无数据,首付及贷款情况请咨询经纪人,时代晶座(高新),高新,大源,3室2厅1厨2卫,中楼层 (共33层),97.3㎡,平层,78.47㎡,塔楼,西,钢混结构,精装,两梯五户,有,2021-12-18,商品房,2016-10-11,普通住宅,满五年,非共有,"
                                有抵押 150万元 浙商银行 业主自还
                              ",已上传房本照片,,,,
34,['尚义居 2室1厅 南 北'],68,12412,尚义居,高新,衣冠庙,2室1厅1厨1卫,中楼层 (共6层),54.79㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,暂无数据,2021-12-14,已购公房,2016-12-17,普通住宅,满五年,共有,"
                                有抵押 40万元 平安 业主自还
                              ",已上传房本照片,,,,
35,['润新花园二期 2室1厅 北'],98,15251,润新花园二期,高新,新北,2室1厅1厨1卫,中楼层 (共7层),64.26㎡,平层,56.39㎡,板楼,北,砖混结构,精装,一梯四户,无,2021-12-14,商品房,2008-08-21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
36,['龙湖世纪峰景 4室2厅 东南'],800,21116,龙湖世纪峰景,高新,新会展,4室2厅2厨3卫,低楼层 (共49层),378.86㎡,平层,暂无数据,塔楼,东南,框架结构,简装,三梯两户,有,2021-09-01,商品房,2018-08-24,普通住宅,满两年,非共有,"
                                有抵押 460万元 工商银行 金融公司垫资
                              ",已上传房本照片,,,,
37,['朗基御今缘 5室1厅 西北'],暂无数据,首付及贷款情况请咨询经纪人,朗基御今缘,高新,大源,5室1厅1厨2卫,低楼层 (共26层),130.45㎡,平层,暂无数据,板塔结合,西北,钢混结构,毛坯,两梯三户,有,2021-11-12,商品房,2018-10-31,普通住宅,满两年,非共有,"
                                有抵押 100万元 业主自还
                              ",已上传房本照片,,,,
38,['军安卫士花园 4室2厅 北'],280,17850,军安卫士花园,高新,中和,4室2厅1厨2卫,低楼层 (共26层),156.87㎡,平层,134.55㎡,塔楼,北,钢混结构,精装,两梯四户,有,2021-10-20,商品房,2015-06-04,普通住宅,满五年,非共有,"
                                有抵押 130万元 中信银行 金融公司垫资
                              ",已上传房本照片,,,,
39,['新港国际花园 3室1厅 南'],175,20178,新港国际花园,高新,中和,3室1厅1厨1卫,高楼层 (共32层),86.73㎡,平层,69.44㎡,塔楼,南,钢混结构,简装,两梯五户,有,2021-09-08,商品房,2017-12-26,普通住宅,满两年,非共有,"
                                有抵押 70万元 客户偿还
                              ",已上传房本照片,,,,
40,['新里维多利亚公寓 3室2厅 东南'],249,20663,新里维多利亚公寓,高新,神仙树,3室2厅1厨2卫,中楼层 (共13层),120.51㎡,平层,暂无数据,板楼,东南,框架结构,简装,一梯两户,有,2021-11-14,商品房,2007-06-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
41,['南方半岛花园 4室2厅 东南'],172,12296,南方半岛花园,高新,新北,4室2厅1厨3卫,高楼层 (共6层),139.89㎡,跃层,127.24㎡,板楼,东南,混合结构,精装,一梯四户,无,2021-03-10,商品房,2006-05-13,普通住宅,满五年,非共有,"
                                有抵押 6万元 农业银行 业主自还
                              ",已上传房本照片,,,,
42,['锦辰佳苑 3室2厅 北'],195,18128,锦辰佳苑,高新,中和,3室2厅1厨1卫,中楼层 (共31层),107.57㎡,平层,暂无数据,板楼,北,框架结构,简装,两梯四户,有,2021-08-16,商品房,2019-12-03,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
43,['建发中央鹭洲 4室2厅 北'],暂无数据,首付及贷款情况请咨询经纪人,建发中央鹭洲,高新,大源,4室2厅1厨2卫,中楼层 (共30层),123.05㎡,平层,95.41㎡,板塔结合,北,钢混结构,精装,两梯四户,有,2021-09-01,商品房,2016-01-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
44,['翔宇苑二期 3室2厅 南'],143.5,11575,翔宇苑二期,高新,紫荆,3室2厅1厨2卫,高楼层 (共7层),123.98㎡,平层,113.9㎡,板塔结合,南,混合结构,简装,一梯两户,无,2021-11-05,商品房,2012-03-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
45,['中海兰庭 3室2厅 西北'],暂无数据,首付及贷款情况请咨询经纪人,中海兰庭,高新,大源,3室2厅1厨1卫,高楼层 (共24层),96.42㎡,平层,79.41㎡,板塔结合,西北,框架结构,精装,两梯四户,有,2021-05-30,商品房,2010-05-05,普通住宅,满五年,非共有,"
                                有抵押 180万元
                              ",已上传房本照片,,,,
46,['青云阁 3室3厅 东'],293,16661,青云阁,高新,紫荆,3室3厅2厨1卫,中楼层 (共11层),175.87㎡,错层,155.76㎡,塔楼,东,钢混结构,简装,一梯两户,有,2019-08-09,商品房,2015-03-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
47,['万科公园5号 4室2厅 北'],暂无数据,首付及贷款情况请咨询经纪人,万科公园5号,高新,大源,4室2厅1厨2卫,低楼层 (共19层),164.96㎡,平层,暂无数据,板楼,北,钢混结构,精装,两梯三户,有,2021-09-23,商品房,2019-12-20,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
48,['长城半岛城邦三期 4室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,长城半岛城邦三期,高新,天府长城,4室2厅1厨1卫,低楼层 (共33层),101.09㎡,平层,80.52㎡,塔楼,南,框架结构,精装,三梯四户,有,2021-11-18,商品房,2014-09-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
49,['名人苑 3室2厅 南'],199,18345,名人苑,高新,芳草,3室2厅1厨2卫,高楼层 (共7层),108.48㎡,平层,暂无数据,板塔结合,南,框架结构,简装,一梯两户,无,2021-04-16,商品房,2009-12-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
50,['南城都汇汇尚园 2室2厅 西'],280,32311,南城都汇汇尚园,高新,市一医院,2室2厅1厨1卫,中楼层 (共22层),86.66㎡,平层,73.55㎡,板塔结合,西,钢混结构,精装,两梯五户,有,2021-12-02,商品房,2016-09-06,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
51,['华润凤凰城一期 2室2厅 东'],暂无数据,首付及贷款情况请咨询经纪人,华润凤凰城一期,高新,大源,2室2厅1厨1卫,高楼层 (共27层),89.77㎡,平层,72.71㎡,板塔结合,东,框架结构,精装,两梯四户,有,2021-11-28,商品房,2015-07-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
52,['和贵时代巢 3室1厅 东南'],175,17785,和贵时代巢,高新,神仙树,3室1厅1厨1卫,中楼层 (共19层),98.4㎡,平层,78.1㎡,板塔结合,东南,框架结构,简装,一梯七户,无,2021-12-01,商品房,2011-05-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
53,['国际花园 2室1厅 西南'],135,15894,国际花园,高新,衣冠庙,2室1厅1厨1卫,高楼层 (共15层),84.94㎡,平层,71.31㎡,板塔结合,西南,框架结构,精装,两梯九户,有,2021-11-30,商品房,2016-10-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
54,['永丰路32号 2室1厅 南 北'],78,11101,永丰路32号,高新,衣冠庙,2室1厅1厨1卫,高楼层 (共6层),70.27㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,一梯两户,无,2021-12-02,商品房,2005-06-16,普通住宅,满五年,非共有,"
                                有抵押 50万元 客户偿还
                              ",已上传房本照片,,,,
55,['楠香山 2室1厅 东南 南'],110,18255,楠香山,高新,中和,2室1厅1厨1卫,高楼层 (共26层),60.26㎡,平层,48.24㎡,板塔结合,东南 南,钢混结构,简装,两梯六户,有,2021-12-07,商品房,2012-06-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
56,['仁和春天国际花园 2室2厅 东'],暂无数据,首付及贷款情况请咨询经纪人,仁和春天国际花园,高新,金融城,2室2厅1厨1卫,低楼层 (共32层),95.26㎡,平层,78.51㎡,板楼,东,框架结构,精装,三梯五户,有,2021-12-10,商品房,2014-12-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
57,['天鹅湖北苑 1室1厅 北 东北'],80,15610,天鹅湖北苑,高新,新会展,1室1厅1厨1卫,高楼层 (共31层),51.25㎡,平层,暂无数据,板塔结合,北 东北,框架结构,精装,三梯十四户,有,2021-12-09,商品房,2017-01-25,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
58,['楠香山 3室2厅 南 东南'],200,22592,楠香山,高新,中和,3室2厅1厨1卫,中楼层 (共27层),88.53㎡,平层,72.73㎡,板塔结合,南 东南,钢混结构,精装,两梯六户,有,2021-11-01,商品房,2012-04-24,普通住宅,满五年,共有,"
                                有抵押 18万元
                              ",已上传房本照片,,,,
59,['丹桂苑(高新区) 2室2厅 东'],128,13437,丹桂苑(高新区),高新,中和,2室2厅1厨1卫,中楼层 (共6层),95.26㎡,平层,85.64㎡,板楼,东,钢混结构,简装,一梯两户,无,2021-10-07,商品房,2015-04-20,普通住宅,满五年,共有,"
                                有抵押 20万元
                              ",已上传房本照片,,,,
60,['瑞升花园 3室2厅 东'],130,12540,瑞升花园,高新,芳草,3室2厅1厨2卫,高楼层 (共7层),103.67㎡,平层,暂无数据,板楼,东,混合结构,简装,一梯两户,无,2021-10-30,商品房,2003-05-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
61,['君和源 1室1厅 东'],75,14451,君和源,高新,衣冠庙,1室1厅1厨1卫,中楼层 (共22层),51.9㎡,平层,41.28㎡,塔楼,东,框架结构,精装,两梯十一户,有,2021-10-20,商品房,2013-03-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
62,['领馆逸品 3室2厅 东南'],179,18613,领馆逸品,高新,中和,3室2厅1厨1卫,高楼层 (共17层),96.17㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯四户,有,2021-08-19,商品房,2010-10-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
63,['金色起跑线 2室1厅 南'],103,13782,金色起跑线,高新,衣冠庙,2室1厅1厨1卫,中楼层 (共12层),74.74㎡,平层,74㎡,板塔结合,南,框架结构,简装,两梯七户,有,2021-10-26,商品房,2016-12-22,普通住宅,满五年,共有,"
                                有抵押 30万元 客户偿还
                              ",已上传房本照片,,,,
64,['南方半岛花园 3室2厅 西北'],130,14038,南方半岛花园,高新,新北,3室2厅1厨2卫,高楼层 (共6层),92.61㎡,平层,暂无数据,板楼,西北,混合结构,简装,一梯四户,无,2021-05-13,商品房,2005-08-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
65,['远大都市风景四期 3室2厅 东北'],260,23331,远大都市风景四期,高新,远大,3室2厅1厨2卫,高楼层 (共32层),111.44㎡,平层,90.04㎡,板塔结合,东北,框架结构,毛坯,两梯六户,有,2021-10-24,商品房,2017-02-15,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
66,['北大资源颐和翡翠府 5室2厅 南 北'],508,33867,北大资源颐和翡翠府,高新,远大,5室2厅1厨2卫,高楼层 (共4层),150㎡,跃层,暂无数据,塔楼,南 北,钢混结构,毛坯,一梯一户,暂无数据,2021-09-23,商品房,2019-10-23,普通住宅,满两年,非共有,"
                                有抵押 18万元 业主自还
                              ",已上传房本照片,,,,
67,['北大资源颐和翡翠府 4室1厅 北'],310,24280,北大资源颐和翡翠府,高新,远大,4室1厅1厨2卫,低楼层 (共31层),127.68㎡,平层,暂无数据,塔楼,北,钢混结构,精装,两梯三户,有,2021-11-05,商品房,2019-06-03,普通住宅,满两年,共有,"
                                有抵押 60万元 交通银行 客户偿还
                              ",已上传房本照片,,,,
68,['玉林苑一期 3室1厅 南'],110,12399,玉林苑一期,高新,芳草,3室1厅1厨1卫,中楼层 (共7层),88.72㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,2020-11-21,商品房,1998-01-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
69,['雄飞新园紫郡 2室1厅 东南'],170,21560,雄飞新园紫郡,高新,市一医院,2室1厅1厨1卫,中楼层 (共15层),78.85㎡,平层,暂无数据,板塔结合,东南,框架结构,精装,两梯五户,有,2021-10-29,商品房,2016-06-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
70,['中铁城锦南汇 4室1厅 南 北'],251,22827,中铁城锦南汇,高新,中德,4室1厅1厨2卫,中楼层 (共39层),109.96㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,两梯六户,有,2021-12-09,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 30万元 正常 客户偿还
                              ",未上传房本照片,,,,
71,['汇锦城 3室1厅 北'],暂无数据,首付及贷款情况请咨询经纪人,汇锦城,高新,大源,3室1厅1厨2卫,中楼层 (共36层),126.41㎡,平层,101.18㎡,塔楼,北,钢混结构,精装,两梯四户,有,2021-11-02,商品房,2015-11-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
72,['沙子堰西巷6号 2室1厅 南 北'],73,10450,沙子堰西巷6号,高新,芳草,2室1厅1厨1卫,中楼层 (共7层),69.86㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯四户,无,2021-09-18,商品房,2009-04-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
73,['英郡一期 4室2厅 东南'],365,24648,英郡一期,高新,新会展,4室2厅1厨2卫,高楼层 (共32层),148.09㎡,平层,124.6㎡,塔楼,东南,框架结构,精装,三梯六户,有,2021-10-17,商品房,2011-02-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
74,['红树湾 3室2厅 东'],244,20505,红树湾,高新,中和,3室2厅1厨2卫,中楼层 (共34层),119㎡,平层,暂无数据,板塔结合,东,钢混结构,简装,两梯四户,有,2021-03-14,商品房,2013-04-14,普通住宅,满五年,非共有,"
                                有抵押 30万元 业主自还
                              ",已上传房本照片,,,,
75,['雄飞新园紫郡 2室1厅 东南'],176,22324,雄飞新园紫郡,高新,市一医院,2室1厅1厨1卫,中楼层 (共15层),78.84㎡,平层,暂无数据,板塔结合,东南,框架结构,简装,两梯五户,有,2021-09-19,商品房,2016-08-12,普通住宅,满五年,非共有,"
                                有抵押 18万元 工商银行 业主自还
                              ",已上传房本照片,,,,
76,['南桥春天 3室2厅 南 北'],197,19490,南桥春天,高新,中和,3室2厅1厨2卫,中楼层 (共18层),101.08㎡,平层,80.85㎡,板楼,南 北,钢混结构,精装,两梯六户,有,2021-10-26,商品房,2011-11-09,普通住宅,满五年,共有,"
                                有抵押 10万元
                              ",已上传房本照片,,,,
77,['凯德世纪名邸 3室2厅 西'],暂无数据,首付及贷款情况请咨询经纪人,凯德世纪名邸,高新,大源,3室2厅1厨1卫,中楼层 (共21层),92.18㎡,平层,92.18㎡,板塔结合,西,钢混结构,精装,两梯六户,有,2021-11-15,商品房,2019-11-06,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
78,['复地金融岛 4室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,复地金融岛,高新,金融城,4室2厅1厨2卫,高楼层 (共38层),147.32㎡,平层,116.01㎡,板塔结合,东南,钢混结构,毛坯,两梯三户,有,2021-11-21,商品房,2019-06-10,普通住宅,满两年,非共有,"
                                有抵押 70万元 中国银行 业主自还
                              ",已上传房本照片,,,,
79,['超洋路2号 2室2厅 南 北'],83,10887,超洋路2号,高新,衣冠庙,2室2厅1厨1卫,高楼层 (共7层),76.24㎡,平层,76.24㎡,平房,南 北,混合结构,简装,一梯两户,无,2021-05-17,商品房,2002-06-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
